timestep,kernel_size,kernel_size_through_layers,num_layers,out_layers,accuracy_train,loss_train,accuracy_test
4,0.7,keep_same,2,keep_length,"[0.46875, 0.734375, 0.703125, 0.703125, 0.65625, 0.625, 0.609375, 0.640625, 0.65625, 0.703125, 0.671875, 0.625, 0.640625, 0.75, 0.59375, 0.703125, 0.640625, 0.65625, 0.578125, 0.6875, 0.625, 0.6875, 0.640625, 0.671875, 0.734375, 0.734375, 0.734375, 0.640625, 0.65625, 0.6875, 0.609375, 0.734375, 0.640625, 0.65625, 0.671875, 0.78125, 0.65625, 0.765625, 0.71875, 0.65625, 0.71875, 0.671875, 0.640625, 0.671875, 0.65625, 0.71875, 0.703125, 0.71875, 0.640625, 0.734375, 0.71875, 0.71875, 0.640625, 0.734375, 0.703125, 0.71875, 0.796875, 0.671875, 0.75, 0.625, 0.6875, 0.71875, 0.640625, 0.703125, 0.640625, 0.796875, 0.671875, 0.65625, 0.6875, 0.65625, 0.6875, 0.703125, 0.671875, 0.6875]","[0.7109450101852417, 0.573485255241394, 0.5691829323768616, 0.5790636539459229, 0.5953338146209717, 0.6121861934661865, 0.6035264730453491, 0.5642426609992981, 0.5932084321975708, 0.5880370140075684, 0.5907216668128967, 0.6197495460510254, 0.6152263283729553, 0.565259575843811, 0.6305751800537109, 0.5952882766723633, 0.599325954914093, 0.58368980884552, 0.6281884908676147, 0.5699371099472046, 0.6120260953903198, 0.614842414855957, 0.5924787521362305, 0.5949921011924744, 0.5665255188941956, 0.5915488600730896, 0.5586631894111633, 0.5934761166572571, 0.5975714325904846, 0.6197841167449951, 0.6797614097595215, 0.5439313650131226, 0.5953895449638367, 0.611607551574707, 0.5834531188011169, 0.5007463693618774, 0.5912051200866699, 0.5029294490814209, 0.6038082838058472, 0.6392455101013184, 0.611272931098938, 0.6020079255104065, 0.6382683515548706, 0.5943911671638489, 0.6222807765007019, 0.566946804523468, 0.5842658281326294, 0.5779920220375061, 0.5863823890686035, 0.5382856726646423, 0.5677556991577148, 0.5600801110267639, 0.6560804843902588, 0.5417308807373047, 0.5622383952140808, 0.5540387034416199, 0.5112455487251282, 0.6067428588867188, 0.5280197262763977, 0.6459888815879822, 0.5724388957023621, 0.6101973652839661, 0.5800580978393555, 0.6091224551200867, 0.6256371736526489, 0.5969300866127014, 0.6193936467170715, 0.5829893350601196, 0.5833253264427185, 0.6384915113449097, 0.5892979502677917, 0.5379471778869629, 0.6001328825950623, 0.535520613193512]",69.04761904761905
4,0.7,keep_same,2,decrease,"[0.484375, 0.625, 0.65625, 0.75, 0.71875, 0.6875, 0.65625, 0.765625, 0.71875, 0.625, 0.734375, 0.75, 0.734375, 0.671875, 0.703125, 0.578125, 0.625, 0.625, 0.703125, 0.65625, 0.65625, 0.671875, 0.65625, 0.6875, 0.59375, 0.71875, 0.640625, 0.734375, 0.734375, 0.65625, 0.546875, 0.65625, 0.71875, 0.578125, 0.65625, 0.640625, 0.765625, 0.59375, 0.71875, 0.703125, 0.671875, 0.65625, 0.703125, 0.65625, 0.796875, 0.625, 0.6875, 0.609375, 0.703125, 0.703125, 0.640625, 0.71875, 0.609375, 0.71875, 0.65625, 0.703125, 0.703125, 0.75, 0.765625, 0.796875, 0.671875, 0.671875, 0.625, 0.703125, 0.6875, 0.78125, 0.6875, 0.71875, 0.71875, 0.71875, 0.671875, 0.703125, 0.703125, 0.671875]","[0.6836342215538025, 0.6084498167037964, 0.6045780777931213, 0.5986908674240112, 0.5973641276359558, 0.5928058624267578, 0.5946369767189026, 0.5765053033828735, 0.5557308197021484, 0.6214832663536072, 0.6069791316986084, 0.5755144953727722, 0.5897260308265686, 0.5686904191970825, 0.6011865735054016, 0.6137529015541077, 0.6063728332519531, 0.6082835793495178, 0.6035928726196289, 0.580157458782196, 0.5971497297286987, 0.6252764463424683, 0.5692887306213379, 0.5901913046836853, 0.6145727634429932, 0.5911847352981567, 0.5990402698516846, 0.5259165167808533, 0.5653895139694214, 0.5911339521408081, 0.6313895583152771, 0.6207368969917297, 0.5804396867752075, 0.6551191806793213, 0.6236703991889954, 0.5733398795127869, 0.5598748922348022, 0.632149338722229, 0.5443966388702393, 0.579664945602417, 0.5865551829338074, 0.5926346182823181, 0.6024376153945923, 0.589006781578064, 0.5307266116142273, 0.6332893967628479, 0.5757015943527222, 0.6135416030883789, 0.5627676844596863, 0.5768442749977112, 0.6230852603912354, 0.5455859303474426, 0.588522732257843, 0.5459945797920227, 0.5900013446807861, 0.5754833221435547, 0.6283723711967468, 0.6264481544494629, 0.5975959897041321, 0.5130649209022522, 0.5925785899162292, 0.6078316569328308, 0.6272197365760803, 0.6086254715919495, 0.5883218050003052, 0.53767991065979, 0.5961617231369019, 0.57551109790802, 0.5938702821731567, 0.6022347807884216, 0.6025813221931458, 0.5621564984321594, 0.5468392372131348, 0.5995649099349976]",69.04761904761905
4,0.7,keep_same,2,increase,"[0.40625, 0.6875, 0.65625, 0.6875, 0.609375, 0.65625, 0.734375, 0.65625, 0.609375, 0.703125, 0.671875, 0.703125, 0.65625, 0.640625, 0.640625, 0.765625, 0.703125, 0.734375, 0.71875, 0.671875, 0.703125, 0.71875, 0.75, 0.703125, 0.671875, 0.71875, 0.671875, 0.65625, 0.703125, 0.71875, 0.6875, 0.640625, 0.671875, 0.75, 0.75, 0.59375, 0.640625, 0.65625, 0.796875, 0.703125, 0.703125, 0.6875, 0.609375, 0.71875, 0.78125, 0.765625, 0.765625, 0.640625, 0.6875, 0.734375, 0.6875, 0.765625, 0.6875, 0.78125, 0.703125, 0.671875, 0.640625, 0.671875, 0.671875, 0.78125, 0.6875, 0.765625, 0.671875, 0.71875, 0.640625, 0.703125, 0.671875, 0.765625, 0.703125, 0.734375, 0.78125, 0.71875, 0.734375, 0.640625]","[0.7250115871429443, 0.6081945896148682, 0.5891266465187073, 0.5594777464866638, 0.6131932139396667, 0.6151755452156067, 0.5943734645843506, 0.6268391609191895, 0.6187366247177124, 0.5445325374603271, 0.6006936430931091, 0.6154672503471375, 0.6091703772544861, 0.5727680325508118, 0.5938678979873657, 0.5261335968971252, 0.5351646542549133, 0.5793654322624207, 0.582821786403656, 0.5944012403488159, 0.5831605792045593, 0.5611000061035156, 0.5398268699645996, 0.5759371519088745, 0.6224818229675293, 0.5990212559700012, 0.5839853882789612, 0.6084184646606445, 0.5372792482376099, 0.5350143313407898, 0.5649731159210205, 0.5918092131614685, 0.5693676471710205, 0.5526230335235596, 0.5871320366859436, 0.6136184334754944, 0.5726144313812256, 0.6035862565040588, 0.5201516151428223, 0.585776686668396, 0.5196962952613831, 0.5570391416549683, 0.6453104615211487, 0.5879548192024231, 0.495193749666214, 0.5350396633148193, 0.5373070240020752, 0.5958815813064575, 0.5644198060035706, 0.5220203995704651, 0.5548548102378845, 0.47735539078712463, 0.6000429391860962, 0.5277702808380127, 0.5724408030509949, 0.5810731649398804, 0.5864051580429077, 0.5817304253578186, 0.6659094095230103, 0.5281941294670105, 0.5502635836601257, 0.567386269569397, 0.6100327968597412, 0.5542640686035156, 0.601875901222229, 0.5292795300483704, 0.5975198149681091, 0.5293595194816589, 0.5681203603744507, 0.5526899099349976, 0.4517010748386383, 0.5554706454277039, 0.5564483404159546, 0.5905066728591919]",69.04761904761905
4,0.7,keep_same,3,keep_length,"[0.375, 0.671875, 0.59375, 0.703125, 0.6875, 0.625, 0.703125, 0.609375, 0.625, 0.6875, 0.609375, 0.640625, 0.65625, 0.671875, 0.609375, 0.546875, 0.609375, 0.71875, 0.703125, 0.671875, 0.671875, 0.6875, 0.71875, 0.65625, 0.6875, 0.59375, 0.78125, 0.65625, 0.65625, 0.765625, 0.71875, 0.71875, 0.71875, 0.75, 0.6875, 0.6875, 0.71875, 0.65625, 0.734375, 0.609375, 0.734375, 0.671875, 0.65625, 0.640625, 0.734375, 0.65625, 0.703125, 0.71875, 0.71875, 0.65625, 0.6875, 0.671875, 0.71875, 0.625, 0.796875, 0.6875, 0.6875, 0.6875, 0.71875, 0.703125, 0.703125, 0.71875, 0.703125, 0.78125, 0.609375, 0.71875, 0.671875, 0.640625, 0.765625, 0.671875, 0.734375, 0.734375, 0.75, 0.75]","[0.7207674980163574, 0.6339628100395203, 0.6429414749145508, 0.5884601473808289, 0.6049264669418335, 0.5919910669326782, 0.5976126194000244, 0.6293084621429443, 0.5934247374534607, 0.5862720012664795, 0.5897873044013977, 0.5885224938392639, 0.5827229619026184, 0.5810826420783997, 0.6401883959770203, 0.6443393230438232, 0.618647575378418, 0.5802397131919861, 0.5804678797721863, 0.5868297219276428, 0.5727652311325073, 0.5919600129127502, 0.574296236038208, 0.5779251456260681, 0.5918431878089905, 0.6084190011024475, 0.548699676990509, 0.5595875382423401, 0.588716983795166, 0.5523889660835266, 0.5629550814628601, 0.5444102883338928, 0.6055384874343872, 0.5958628058433533, 0.6100975871086121, 0.5622349977493286, 0.5466554164886475, 0.6059330701828003, 0.5627647042274475, 0.6302766799926758, 0.5385516285896301, 0.6350040435791016, 0.5913065075874329, 0.6484134793281555, 0.5729818940162659, 0.6195261478424072, 0.5644611120223999, 0.5439539551734924, 0.5826510787010193, 0.6232544779777527, 0.5493302345275879, 0.5553706884384155, 0.5810428261756897, 0.6277291774749756, 0.5183665752410889, 0.5585046410560608, 0.5929244756698608, 0.5746108889579773, 0.636436939239502, 0.5625218152999878, 0.6084712743759155, 0.4867648482322693, 0.5508615374565125, 0.5625839829444885, 0.624606728553772, 0.5627380609512329, 0.5342108011245728, 0.5894620418548584, 0.507749617099762, 0.5820488929748535, 0.5542747974395752, 0.5225433707237244, 0.5332630276679993, 0.5170418620109558]",70.63492063492063
4,0.7,keep_same,3,decrease,"[0.625, 0.609375, 0.625, 0.671875, 0.75, 0.71875, 0.703125, 0.59375, 0.65625, 0.65625, 0.671875, 0.609375, 0.671875, 0.75, 0.71875, 0.640625, 0.546875, 0.609375, 0.59375, 0.609375, 0.625, 0.71875, 0.671875, 0.59375, 0.765625, 0.65625, 0.671875, 0.703125, 0.640625, 0.703125, 0.71875, 0.703125, 0.640625, 0.6875, 0.65625, 0.65625, 0.71875, 0.640625, 0.6875, 0.6875, 0.640625, 0.671875, 0.625, 0.71875, 0.640625, 0.6875, 0.734375, 0.640625, 0.71875, 0.671875, 0.734375, 0.71875, 0.6875, 0.765625, 0.703125, 0.6875, 0.734375, 0.65625, 0.703125, 0.671875, 0.65625, 0.65625, 0.75, 0.734375, 0.703125, 0.734375, 0.75, 0.734375, 0.75, 0.734375, 0.6875, 0.734375, 0.640625, 0.671875]","[0.6591352820396423, 0.6546815633773804, 0.6207708120346069, 0.5945568680763245, 0.5917929410934448, 0.6023989915847778, 0.6120019555091858, 0.6100111603736877, 0.6077966094017029, 0.6174814701080322, 0.6017030477523804, 0.667585551738739, 0.5807441473007202, 0.5488426089286804, 0.555181086063385, 0.6129841208457947, 0.6557357907295227, 0.6207769513130188, 0.6604748964309692, 0.6331341862678528, 0.5911275148391724, 0.5476353168487549, 0.5946987867355347, 0.6501023173332214, 0.5634161829948425, 0.6272732019424438, 0.5944435596466064, 0.5158219933509827, 0.6038497090339661, 0.5908054113388062, 0.5640906095504761, 0.597672700881958, 0.6113555431365967, 0.5476545691490173, 0.5555704236030579, 0.5890350937843323, 0.5849707126617432, 0.6162391901016235, 0.5881689190864563, 0.5813468098640442, 0.5888943076133728, 0.5579891800880432, 0.572270393371582, 0.5847654342651367, 0.6122773885726929, 0.5548065304756165, 0.536557137966156, 0.6039092540740967, 0.538359522819519, 0.5812935829162598, 0.567340075969696, 0.5806746482849121, 0.5691622495651245, 0.5238662362098694, 0.599555253982544, 0.553981602191925, 0.6054260730743408, 0.5995746850967407, 0.622690737247467, 0.5482608079910278, 0.5915244817733765, 0.5874063968658447, 0.5146743059158325, 0.5623160600662231, 0.5485872030258179, 0.5452657341957092, 0.5278013944625854, 0.5381550192832947, 0.5163004398345947, 0.5686119198799133, 0.5546987056732178, 0.5369814038276672, 0.5930951833724976, 0.5404660105705261]",71.42857142857143
4,0.7,keep_same,3,increase,"[0.421875, 0.625, 0.6875, 0.671875, 0.71875, 0.703125, 0.671875, 0.71875, 0.734375, 0.75, 0.6875, 0.75, 0.703125, 0.796875, 0.6875, 0.734375, 0.75, 0.71875, 0.625, 0.734375, 0.734375, 0.6875, 0.71875, 0.671875, 0.640625, 0.703125, 0.765625, 0.765625, 0.75, 0.75, 0.734375, 0.703125, 0.71875, 0.765625, 0.71875, 0.765625, 0.796875, 0.765625, 0.75, 0.796875, 0.703125, 0.75, 0.734375, 0.859375, 0.75, 0.734375, 0.8125, 0.875, 0.75, 0.796875, 0.8125, 0.84375, 0.828125, 0.828125, 0.796875, 0.8125, 0.796875, 0.796875, 0.828125, 0.75, 0.75, 0.859375, 0.78125, 0.859375, 0.765625, 0.828125, 0.796875, 0.859375, 0.828125, 0.8125, 0.859375, 0.890625, 0.859375, 0.828125]","[0.7028648853302002, 0.6196504831314087, 0.6039910912513733, 0.5966142416000366, 0.5639057755470276, 0.5834627747535706, 0.600351870059967, 0.5946453809738159, 0.5963082909584045, 0.580005943775177, 0.6033728122711182, 0.5693415403366089, 0.5787608623504639, 0.48552796244621277, 0.6076066493988037, 0.52645343542099, 0.5738714337348938, 0.584126353263855, 0.621075451374054, 0.5500186681747437, 0.5263832807540894, 0.5587301254272461, 0.5107055902481079, 0.5257627964019775, 0.5795519351959229, 0.5222359299659729, 0.4831192195415497, 0.5213967561721802, 0.4634268879890442, 0.5215332508087158, 0.5084633231163025, 0.4902106821537018, 0.5481971502304077, 0.5320152640342712, 0.5209155678749084, 0.5064497590065002, 0.4693978428840637, 0.4543289542198181, 0.47189241647720337, 0.42416611313819885, 0.5320079922676086, 0.47641339898109436, 0.4931217432022095, 0.39535704255104065, 0.44368883967399597, 0.5146400332450867, 0.396961510181427, 0.35794419050216675, 0.4270879030227661, 0.37485983967781067, 0.375079870223999, 0.37391045689582825, 0.3900083899497986, 0.3752371072769165, 0.40609660744667053, 0.4409928023815155, 0.43788227438926697, 0.38161763548851013, 0.35493478178977966, 0.38146066665649414, 0.45116767287254333, 0.3442624509334564, 0.3394366502761841, 0.25625258684158325, 0.43794286251068115, 0.4034433662891388, 0.3342323899269104, 0.3111245930194855, 0.40058594942092896, 0.3209993839263916, 0.3018176555633545, 0.2769256830215454, 0.2737985849380493, 0.37777021527290344]",62.698412698412696
4,0.7,keep_same,4,keep_length,"[0.5625, 0.609375, 0.734375, 0.75, 0.65625, 0.609375, 0.59375, 0.59375, 0.65625, 0.671875, 0.640625, 0.703125, 0.734375, 0.6875, 0.703125, 0.6875, 0.6875, 0.734375, 0.734375, 0.75, 0.640625, 0.671875, 0.671875, 0.703125, 0.6875, 0.71875, 0.78125, 0.71875, 0.796875, 0.6875, 0.71875, 0.59375, 0.734375, 0.71875, 0.765625, 0.703125, 0.734375, 0.734375, 0.703125, 0.78125, 0.703125, 0.765625, 0.71875, 0.671875, 0.703125, 0.78125, 0.65625, 0.6875, 0.671875, 0.625, 0.734375, 0.703125, 0.765625, 0.734375, 0.75, 0.765625, 0.6875, 0.71875, 0.671875, 0.6875, 0.65625, 0.671875, 0.78125, 0.734375, 0.71875, 0.703125, 0.71875, 0.703125, 0.703125, 0.734375, 0.734375, 0.6875, 0.765625, 0.703125]","[0.6913398504257202, 0.6501126885414124, 0.6113170385360718, 0.5916914939880371, 0.6127333045005798, 0.588520348072052, 0.6325953602790833, 0.6259576678276062, 0.6069614887237549, 0.6023454666137695, 0.6307551264762878, 0.5507766008377075, 0.6037006974220276, 0.5763400793075562, 0.5835073590278625, 0.5754396319389343, 0.5871808528900146, 0.5696995258331299, 0.547577977180481, 0.5981553792953491, 0.5998714566230774, 0.6463618874549866, 0.5764131546020508, 0.5900883078575134, 0.568691074848175, 0.5704345107078552, 0.48724669218063354, 0.5712689757347107, 0.5729162096977234, 0.5504527688026428, 0.5482081770896912, 0.6314168572425842, 0.5548416972160339, 0.5936514735221863, 0.5750587582588196, 0.5506466627120972, 0.5324527025222778, 0.5824070572853088, 0.5756779909133911, 0.48134660720825195, 0.5577946305274963, 0.5369930863380432, 0.6051362752914429, 0.5855696201324463, 0.5869037508964539, 0.5120741128921509, 0.619942843914032, 0.5479900240898132, 0.5940390825271606, 0.6101895570755005, 0.5402019619941711, 0.5289202332496643, 0.5340310335159302, 0.5894639492034912, 0.5299376845359802, 0.5050484538078308, 0.5610350966453552, 0.5666550993919373, 0.6651795506477356, 0.5839016437530518, 0.6317257285118103, 0.5903661847114563, 0.4662744402885437, 0.5200715065002441, 0.5753983855247498, 0.5573530793190002, 0.5556371808052063, 0.5965172648429871, 0.5940972566604614, 0.4747248589992523, 0.5762039422988892, 0.6032609343528748, 0.5493080615997314, 0.5038966536521912]",66.66666666666667
4,0.7,keep_same,4,decrease,"[0.515625, 0.6875, 0.484375, 0.59375, 0.75, 0.625, 0.734375, 0.59375, 0.65625, 0.578125, 0.6875, 0.71875, 0.625, 0.65625, 0.625, 0.609375, 0.6875, 0.71875, 0.734375, 0.65625, 0.734375, 0.671875, 0.71875, 0.6875, 0.703125, 0.6875, 0.6875, 0.671875, 0.765625, 0.71875, 0.703125, 0.71875, 0.734375, 0.671875, 0.65625, 0.671875, 0.6875, 0.734375, 0.78125, 0.765625, 0.8125, 0.65625, 0.625, 0.71875, 0.640625, 0.6875, 0.71875, 0.6875, 0.71875, 0.8125, 0.75, 0.734375, 0.765625, 0.71875, 0.703125, 0.734375, 0.734375, 0.75, 0.78125, 0.75, 0.734375, 0.78125, 0.65625, 0.671875, 0.8125, 0.703125, 0.8125, 0.78125, 0.6875, 0.671875, 0.734375, 0.71875, 0.71875, 0.71875]","[0.6983000636100769, 0.6679263710975647, 0.6607405543327332, 0.6445263624191284, 0.6017314195632935, 0.6294572353363037, 0.5901064276695251, 0.6490209102630615, 0.6471661925315857, 0.6315382122993469, 0.5815517902374268, 0.5949121713638306, 0.6336106061935425, 0.6189658045768738, 0.6276807188987732, 0.6151726245880127, 0.5704845190048218, 0.6068651080131531, 0.5701203942298889, 0.6263678073883057, 0.5200408697128296, 0.5555859804153442, 0.5718604326248169, 0.6174113750457764, 0.5827165842056274, 0.5515652298927307, 0.597500741481781, 0.6038470268249512, 0.5962002277374268, 0.6020967960357666, 0.5923197269439697, 0.564099133014679, 0.5476782321929932, 0.6161581873893738, 0.5734661817550659, 0.6269389986991882, 0.5807521343231201, 0.5623593926429749, 0.5057226419448853, 0.5403052568435669, 0.4905102550983429, 0.6246164441108704, 0.5975996851921082, 0.5715124607086182, 0.6253654360771179, 0.6154624819755554, 0.6033210158348083, 0.6025097966194153, 0.6331053376197815, 0.47458693385124207, 0.5059536695480347, 0.5800726413726807, 0.5738151669502258, 0.5828863382339478, 0.5652732253074646, 0.5705194473266602, 0.6069304347038269, 0.6243607401847839, 0.5553518533706665, 0.5437619090080261, 0.5733882188796997, 0.570620596408844, 0.6393217444419861, 0.655529797077179, 0.5044094324111938, 0.5377774238586426, 0.5506590008735657, 0.5303385257720947, 0.6215939521789551, 0.5862045884132385, 0.5980396270751953, 0.5692219734191895, 0.6420480608940125, 0.57228684425354]",71.42857142857143
4,0.7,keep_same,4,increase,"[0.53125, 0.640625, 0.671875, 0.671875, 0.609375, 0.625, 0.65625, 0.71875, 0.6875, 0.625, 0.640625, 0.65625, 0.703125, 0.71875, 0.625, 0.6875, 0.703125, 0.71875, 0.6875, 0.859375, 0.734375, 0.796875, 0.734375, 0.734375, 0.8125, 0.671875, 0.796875, 0.796875, 0.765625, 0.796875, 0.828125, 0.859375, 0.796875, 0.765625, 0.75, 0.828125, 0.75, 0.84375, 0.875, 0.796875, 0.84375, 0.796875, 0.875, 0.859375, 0.84375, 0.859375, 0.875, 0.828125, 0.828125, 0.828125, 0.875, 0.890625, 0.84375, 0.90625, 0.921875, 0.984375, 0.875, 0.921875, 0.9375, 0.953125, 0.9375, 0.875, 0.9375, 0.921875, 0.9375, 0.953125, 0.890625, 0.953125, 0.96875, 0.953125, 0.984375, 0.96875, 0.953125, 0.953125]","[0.6917763352394104, 0.6190334558486938, 0.6208327412605286, 0.6178231835365295, 0.615411639213562, 0.6070355772972107, 0.576678991317749, 0.603076696395874, 0.5929620862007141, 0.6398464441299438, 0.620566725730896, 0.5964934229850769, 0.5511186718940735, 0.5840527415275574, 0.6114521026611328, 0.567241370677948, 0.5636774301528931, 0.5671679377555847, 0.5986341238021851, 0.49353569746017456, 0.5004709362983704, 0.5010124444961548, 0.5619246959686279, 0.5061456561088562, 0.49843108654022217, 0.5875359177589417, 0.5262687802314758, 0.48503121733665466, 0.5104258060455322, 0.42902475595474243, 0.4586127996444702, 0.42513516545295715, 0.4009837210178375, 0.4602123200893402, 0.46982109546661377, 0.40039655566215515, 0.4741819202899933, 0.348846435546875, 0.226008340716362, 0.39568302035331726, 0.3158292770385742, 0.4028099477291107, 0.3068923354148865, 0.33237209916114807, 0.3139698803424835, 0.3235166370868683, 0.27279457449913025, 0.32955312728881836, 0.3222980499267578, 0.26851189136505127, 0.27638518810272217, 0.23424750566482544, 0.3649100065231323, 0.18559083342552185, 0.21471786499023438, 0.08830767124891281, 0.30664294958114624, 0.21406415104866028, 0.1536114662885666, 0.1647457778453827, 0.17192891240119934, 0.36883780360221863, 0.1271418184041977, 0.14790792763233185, 0.09264189004898071, 0.09002452343702316, 0.19580090045928955, 0.10379363596439362, 0.12607258558273315, 0.07416187226772308, 0.05602297559380531, 0.08148463070392609, 0.07056616246700287, 0.08360204100608826]",54.76190476190476
4,0.7,increase,2,keep_length,"[0.53125, 0.625, 0.703125, 0.703125, 0.625, 0.609375, 0.609375, 0.59375, 0.6875, 0.703125, 0.640625, 0.71875, 0.6875, 0.703125, 0.6875, 0.765625, 0.75, 0.75, 0.78125, 0.765625, 0.6875, 0.625, 0.65625, 0.671875, 0.75, 0.671875, 0.75, 0.703125, 0.78125, 0.703125, 0.765625, 0.6875, 0.75, 0.75, 0.78125, 0.703125, 0.6875, 0.78125, 0.703125, 0.703125, 0.640625, 0.6875, 0.703125, 0.734375, 0.75, 0.703125, 0.734375, 0.671875, 0.6875, 0.71875, 0.734375, 0.75, 0.6875, 0.78125, 0.6875, 0.78125, 0.71875, 0.78125, 0.71875, 0.734375, 0.703125, 0.75, 0.71875, 0.765625, 0.78125, 0.796875, 0.828125, 0.734375, 0.8125, 0.75, 0.75, 0.6875, 0.6875, 0.765625]","[0.6896311640739441, 0.628357470035553, 0.5896183252334595, 0.6004143357276917, 0.6281299591064453, 0.6147945523262024, 0.6160596609115601, 0.6445580720901489, 0.5860605239868164, 0.5397011637687683, 0.59770667552948, 0.5531998872756958, 0.5671101808547974, 0.5718692541122437, 0.5891760587692261, 0.5161649584770203, 0.5479173064231873, 0.5642839670181274, 0.556842565536499, 0.5513562560081482, 0.6291478276252747, 0.602825403213501, 0.5833222270011902, 0.5905624032020569, 0.5275195240974426, 0.6140697598457336, 0.5747535228729248, 0.589463472366333, 0.5152978897094727, 0.5320399403572083, 0.5142332911491394, 0.5439549088478088, 0.5127394795417786, 0.5899525284767151, 0.5315990447998047, 0.5255277156829834, 0.5737928748130798, 0.5216211080551147, 0.6070109009742737, 0.5624903440475464, 0.6139543652534485, 0.548144519329071, 0.5460131168365479, 0.5389960408210754, 0.5362384915351868, 0.5509076118469238, 0.5295836925506592, 0.5752565264701843, 0.5420340895652771, 0.5095109939575195, 0.5724121332168579, 0.5033618807792664, 0.5517600774765015, 0.487189382314682, 0.5243902802467346, 0.5058768391609192, 0.5431571006774902, 0.49654465913772583, 0.5492961406707764, 0.5057754516601562, 0.5484473705291748, 0.5281126499176025, 0.510350227355957, 0.5108015537261963, 0.5199086666107178, 0.5082041621208191, 0.48723480105400085, 0.5015549659729004, 0.4794008135795593, 0.5019881129264832, 0.48727813363075256, 0.5050631165504456, 0.5633256435394287, 0.5228700041770935]",69.04761904761905
4,0.7,increase,2,decrease,"[0.515625, 0.65625, 0.765625, 0.78125, 0.734375, 0.671875, 0.703125, 0.6875, 0.765625, 0.75, 0.671875, 0.640625, 0.703125, 0.65625, 0.703125, 0.6875, 0.703125, 0.703125, 0.75, 0.640625, 0.765625, 0.765625, 0.75, 0.6875, 0.671875, 0.6875, 0.6875, 0.734375, 0.640625, 0.765625, 0.703125, 0.765625, 0.6875, 0.65625, 0.703125, 0.71875, 0.71875, 0.6875, 0.71875, 0.71875, 0.71875, 0.765625, 0.703125, 0.734375, 0.75, 0.71875, 0.734375, 0.734375, 0.671875, 0.625, 0.78125, 0.71875, 0.734375, 0.671875, 0.734375, 0.75, 0.78125, 0.75, 0.6875, 0.765625, 0.703125, 0.765625, 0.609375, 0.703125, 0.71875, 0.671875, 0.703125, 0.671875, 0.703125, 0.703125, 0.65625, 0.671875, 0.734375, 0.796875]","[0.6828662753105164, 0.5979616045951843, 0.5536751747131348, 0.5523616075515747, 0.5842500329017639, 0.5971627235412598, 0.588889479637146, 0.6002419590950012, 0.570949137210846, 0.5789147615432739, 0.5538744926452637, 0.6266360878944397, 0.5885592699050903, 0.6023748517036438, 0.6073659658432007, 0.5856274366378784, 0.590648353099823, 0.5548617243766785, 0.5423627495765686, 0.6106905937194824, 0.5830220580101013, 0.5492790937423706, 0.5571096539497375, 0.5702397227287292, 0.586748480796814, 0.558914303779602, 0.6223037242889404, 0.533230721950531, 0.5679839253425598, 0.5452744364738464, 0.5371251702308655, 0.593626856803894, 0.5579996705055237, 0.5800672769546509, 0.5434995889663696, 0.5477404594421387, 0.5797337293624878, 0.5956354737281799, 0.5535302758216858, 0.5327847003936768, 0.5272125005722046, 0.566697895526886, 0.5254574418067932, 0.5319949388504028, 0.5417547821998596, 0.582057535648346, 0.6041718125343323, 0.5159543752670288, 0.6182225942611694, 0.6700440049171448, 0.5280565023422241, 0.55363929271698, 0.5714476704597473, 0.5689870715141296, 0.56175696849823, 0.5327085256576538, 0.5059970617294312, 0.5362263917922974, 0.5776659250259399, 0.5316596031188965, 0.5836586952209473, 0.5248391628265381, 0.6632074117660522, 0.5909177660942078, 0.5708571076393127, 0.6248173713684082, 0.5724847912788391, 0.6142411828041077, 0.5467882752418518, 0.5602805614471436, 0.5587299466133118, 0.5733282566070557, 0.5413140058517456, 0.46295103430747986]",68.25396825396825
